Region,Date,Cases
Madeira,2021-08-30,11688
Madeira,2021-08-31,11709
Madeira,2021-09-01,11744
Madeira,2021-09-02,11774
Madeira,2021-09-03,11787
Madeira,2021-09-04,11811
Madeira,2021-09-05,11831
Madeira,2021-09-06,11856
Madeira,2021-09-07,11878
Madeira,2021-09-08,11899
Madeira,2021-09-09,11922
Madeira,2021-09-10,11947
Madeira,2021-09-11,11979
Madeira,2021-09-12,11999
Madeira,2021-09-13,12006
Madeira,2021-09-14,12039
Madeira,2021-09-15,12055
Madeira,2021-09-16,12069
Madeira,2021-09-17,12082
Madeira,2021-09-18,12095
Madeira,2021-09-19,12114
Madeira,2021-09-20,12121
Madeira,2021-09-21,12137
Madeira,2021-09-22,12150
Madeira,2021-09-23,12158
Madeira,2021-09-24,12173
Madeira,2021-09-25,12187
Madeira,2021-09-26,12205
Madeira,2021-09-27,12208
Madeira,2021-09-28,12228
Madeira,2021-09-29,12248
Madeira,2021-09-30,12266
Madeira,2021-10-01,12290
Madeira,2021-10-02,12303
Madeira,2021-10-03,12318
Madeira,2021-10-04,12326
Madeira,2021-10-05,12338
Madeira,2021-10-06,12348
Madeira,2021-10-07,12358
Madeira,2021-10-08,12368
Madeira,2021-10-09,12379
Madeira,2021-10-10,12385
Madeira,2021-10-11,12395
Madeira,2021-10-12,12407
Madeira,2021-10-14,12419
Madeira,2021-10-15,12431
Madeira,2021-10-16,12442
Madeira,2021-10-17,12449
Madeira,2021-10-18,12454
Madeira,2021-10-19,12468
Madeira,2021-10-20,12481
Madeira,2021-10-21,12503
Madeira,2021-10-22,12525
Madeira,2021-10-23,12541
Madeira,2021-10-24,12555
Madeira,2021-10-25,12575
Madeira,2021-10-26,12585
Madeira,2021-10-27,12607
Madeira,2021-10-28,12629
Madeira,2021-10-29,12648
Madeira,2021-10-30,12670
Madeira,2021-10-31,12706
Madeira,2021-11-01,12735
Madeira,2021-11-02,12771
Madeira,2021-11-03,12827
Madeira,2021-11-04,12862
Madeira,2021-11-05,12897
Madeira,2021-11-06,12922
Madeira,2021-11-07,12975
Madeira,2021-11-08,13018
Madeira,2021-11-09,13058
Madeira,2021-11-10,13109
Madeira,2021-11-11,13153
Madeira,2021-11-12,13210
Madeira,2021-11-13,13277
Madeira,2021-11-14,13339
Madeira,2021-11-15,13382
Madeira,2021-11-16,13446
Madeira,2021-11-17,13489
Madeira,2021-11-18,13555
Madeira,2021-11-19,13618
Madeira,2021-11-20,13712
Madeira,2021-11-21,13784
Madeira,2021-11-22,13846
Madeira,2021-11-23,13935
Madeira,2021-11-24,14005
Madeira,2021-11-25,14131
Madeira,2021-11-26,14222
Madeira,2021-11-27,14344
Madeira,2021-11-28,14464
Madeira,2021-11-29,14537
Madeira,2021-11-30,14639
Madeira,2021-12-01,14730
Madeira,2021-12-02,14821
Madeira,2021-12-03,14922
Madeira,2021-12-04,15060
Madeira,2021-12-05,15160
Madeira,2021-12-06,15266
Madeira,2021-12-07,15381
Madeira,2021-12-08,15462
Madeira,2021-12-09,15538
Madeira,2021-12-10,15675
Madeira,2021-12-11,15815
Madeira,2021-12-12,15934
Madeira,2021-12-13,16039
Madeira,2021-12-14,16209
Madeira,2021-12-15,16357
Madeira,2021-12-16,16495
Madeira,2021-12-17,16736
Norte,2021-06-02,340737
Norte,2021-06-03,340977
Norte,2021-06-04,341109
Norte,2021-06-05,341229
Norte,2021-06-06,341380
Norte,2021-06-07,341473
Norte,2021-06-08,341602
Norte,2021-06-09,341742
Norte,2021-06-10,341921
Norte,2021-06-11,342069
Norte,2021-06-12,342223
Norte,2021-06-13,342340
Norte,2021-06-14,342464
Norte,2021-06-15,342611
Norte,2021-06-16,342810
Norte,2021-06-17,343006
Norte,2021-06-18,343200
Norte,2021-06-19,343381
Norte,2021-06-20,343512
Norte,2021-06-21,343638
Norte,2021-06-22,343759
Norte,2021-06-23,343967
Norte,2021-06-24,344164
Norte,2021-06-25,344403
Norte,2021-06-26,344599
Norte,2021-06-27,344826
Norte,2021-06-28,345029
Norte,2021-06-29,345390
Norte,2021-06-30,345825
Norte,2021-07-01,346391
Norte,2021-07-02,346944
Norte,2021-07-03,347501
Norte,2021-07-04,348065
Norte,2021-07-05,348379
Norte,2021-07-06,349016
Norte,2021-07-07,349837
Norte,2021-07-08,350771
Norte,2021-07-09,351662
Norte,2021-07-10,352709
Norte,2021-07-11,353402
Norte,2021-07-12,353938
Norte,2021-07-13,354877
Norte,2021-07-14,356182
Norte,2021-07-15,357491
Norte,2021-07-16,358796
Norte,2021-07-17,359978
Norte,2021-07-18,361285
Norte,2021-07-19,362040
Norte,2021-07-20,362993
Norte,2021-07-21,364585
Norte,2021-07-22,365899
Norte,2021-07-23,367354
Norte,2021-07-24,368640
Norte,2021-07-25,369659
Norte,2021-07-26,370347
Norte,2021-07-27,371267
Norte,2021-07-28,372461
Norte,2021-07-29,373493
Norte,2021-07-30,374443
Norte,2021-07-31,375366
Norte,2021-08-01,376240
Norte,2021-08-02,376660
Norte,2021-08-03,377380
Norte,2021-08-04,378415
Norte,2021-08-05,379281
Norte,2021-08-06,379940
Norte,2021-08-07,380818
Norte,2021-08-08,381469
Norte,2021-08-09,381862
Norte,2021-08-10,382656
Norte,2021-08-11,383662
Norte,2021-08-12,384577
Norte,2021-08-13,385439
Norte,2021-08-14,386354
Norte,2021-08-15,387032
Norte,2021-08-16,387408
Norte,2021-08-17,388183
Norte,2021-08-18,389041
Norte,2021-08-19,389972
Norte,2021-08-20,390920
Norte,2021-08-21,391831
Norte,2021-08-22,392633
Norte,2021-08-23,393095
Norte,2021-08-24,393887
Norte,2021-08-25,395011
Norte,2021-08-26,395910
Norte,2021-08-27,396776
Norte,2021-08-28,397686
Norte,2021-08-29,398408
Norte,2021-08-30,398889
Norte,2021-08-31,399633
Norte,2021-09-01,400128
Norte,2021-09-02,401203
Norte,2021-09-03,401833
Norte,2021-09-04,402386
Norte,2021-09-05,402846
Norte,2021-09-06,403100
Norte,2021-09-07,403540
Norte,2021-09-08,404102
Norte,2021-09-09,404544
Norte,2021-09-10,405022
Norte,2021-09-11,405419
Norte,2021-09-12,405714
Norte,2021-09-13,405863
Norte,2021-09-14,406269
Norte,2021-09-15,406649
Norte,2021-09-16,407074
Norte,2021-09-17,407446
Norte,2021-09-18,407771
Norte,2021-09-19,407992
Norte,2021-09-20,408074
Norte,2021-09-21,408398
Norte,2021-09-22,408688
Norte,2021-09-23,408946
Norte,2021-09-24,409159
Norte,2021-09-25,409363
Norte,2021-09-26,409571
Norte,2021-09-27,409625
Norte,2021-09-28,409808
Norte,2021-09-29,410021
Norte,2021-09-30,410235
Norte,2021-10-01,410480
Norte,2021-10-02,410670
Norte,2021-10-03,410805
Norte,2021-10-04,410858
Norte,2021-10-05,411130
Norte,2021-10-06,411313
Norte,2021-10-07,411567
Norte,2021-10-08,411782
Norte,2021-10-09,412017
Norte,2021-10-10,412177
Norte,2021-10-11,412253
Norte,2021-10-12,412464
Norte,2021-10-13,412700
Norte,2021-10-14,412878
Norte,2021-10-15,413104
Norte,2021-10-16,413268
Norte,2021-10-17,413382
Norte,2021-10-18,413475
Norte,2021-10-19,413726
Norte,2021-10-20,413975
Norte,2021-10-21,414199
Norte,2021-10-22,414422
Norte,2021-10-23,414660
Norte,2021-10-24,414820
Norte,2021-10-25,414910
Norte,2021-10-26,415126
Norte,2021-10-27,415373
Norte,2021-10-28,415594
Norte,2021-10-29,415833
Norte,2021-10-30,416066
Norte,2021-10-31,416219
Norte,2021-11-01,416344
Norte,2021-11-02,416480
Norte,2021-11-03,416723
Norte,2021-11-04,417061
Norte,2021-11-05,417430
Norte,2021-11-06,417730
Norte,2021-11-07,417954
Norte,2021-11-08,418105
Norte,2021-11-09,418424
Norte,2021-11-10,418796
Norte,2021-11-11,419118
Norte,2021-11-12,419590
Norte,2021-11-13,419984
Norte,2021-11-14,420372
Norte,2021-11-15,420638
Norte,2021-11-16,421110
Norte,2021-11-17,421726
Norte,2021-11-18,422408
Norte,2021-11-19,423000
Norte,2021-11-20,423633
Norte,2021-11-21,424274
Norte,2021-11-22,424744
Norte,2021-11-23,425524
Norte,2021-11-24,426614
Norte,2021-11-25,427463
Norte,2021-11-26,428389
Norte,2021-11-27,429333
Norte,2021-11-28,430161
Norte,2021-11-29,430736
Norte,2021-11-30,431700
Norte,2021-12-01,433138
Norte,2021-12-02,434052
Norte,2021-12-03,434893
Norte,2021-12-04,436668
Norte,2021-12-05,437736
Norte,2021-12-06,438419
Norte,2021-12-07,439513
Norte,2021-12-08,441113
Norte,2021-12-09,442274
Norte,2021-12-10,443400
Norte,2021-12-11,444949
Norte,2021-12-12,446161
Norte,2021-12-13,446944
Norte,2021-12-14,448092
Norte,2021-12-15,449780
Norte,2021-12-16,451292
Norte,2021-12-17,452769
Portugal,2021-06-02,850262
Portugal,2021-06-03,851031
Portugal,2021-06-04,851461
Portugal,2021-06-05,852034
Portugal,2021-06-06,852646
Portugal,2021-06-07,853034
Portugal,2021-06-08,853632
Portugal,2021-06-09,854522
Portugal,2021-06-10,855432
Portugal,2021-06-11,855951
Portugal,2021-06-12,856740
Portugal,2021-06-13,857447
Portugal,2021-06-14,858072
Portugal,2021-06-15,859045
Portugal,2021-06-16,860395
Portugal,2021-06-17,861628
Portugal,2021-06-18,862926
Portugal,2021-06-19,864109
Portugal,2021-06-20,865050
Portugal,2021-06-21,865806
Portugal,2021-06-22,866826
Portugal,2021-06-23,868323
Portugal,2021-06-24,869883
Portugal,2021-06-25,871483
Portugal,2021-06-26,873051
Portugal,2021-06-27,874547
Portugal,2021-06-28,875449
Portugal,2021-06-29,877255
Portugal,2021-06-30,879557
Portugal,2021-07-01,882006
Portugal,2021-07-02,884442
Portugal,2021-07-03,887047
Portugal,2021-07-04,889088
Portugal,2021-07-05,890571
Portugal,2021-07-06,892741
Portugal,2021-07-07,896026
Portugal,2021-07-08,899295
Portugal,2021-07-09,902489
Portugal,2021-07-10,905651
Portugal,2021-07-11,907974
Portugal,2021-07-12,909756
Portugal,2021-07-13,912406
Portugal,2021-07-14,916559
Portugal,2021-07-15,920200
Portugal,2021-07-16,923747
Portugal,2021-07-17,927424
Portugal,2021-07-18,930685
Portugal,2021-07-19,932540
Portugal,2021-07-20,935246
Portugal,2021-07-21,939622
Portugal,2021-07-22,943244
Portugal,2021-07-23,947038
Portugal,2021-07-24,950434
Portugal,2021-07-25,953059
Portugal,2021-07-26,954669
Portugal,2021-07-27,956985
Portugal,2021-07-28,960437
Portugal,2021-07-29,963446
Portugal,2021-07-30,966041
Portugal,2021-07-31,968631
Portugal,2021-08-01,970937
Portugal,2021-08-02,972127
Portugal,2021-08-03,974203
Portugal,2021-08-04,977406
Portugal,2021-08-05,979987
Portugal,2021-08-06,982364
Portugal,2021-08-07,984985
Portugal,2021-08-08,986967
Portugal,2021-08-09,988061
Portugal,2021-08-10,990293
Portugal,2021-08-11,993241
Portugal,2021-08-12,995949
Portugal,2021-08-13,998547
Portugal,2021-08-14,1001118
Portugal,2021-08-15,1003335
Portugal,2021-08-16,1004470
Portugal,2021-08-17,1006588
Portugal,2021-08-18,1009571
Portugal,2021-08-19,1012125
Portugal,2021-08-20,1014632
Portugal,2021-08-21,1017308
Portugal,2021-08-22,1019420
Portugal,2021-08-23,1020546
Portugal,2021-08-24,1022807
Portugal,2021-08-25,1025869
Portugal,2021-08-26,1028421
Portugal,2021-08-27,1030791
Portugal,2021-08-28,1033165
Portugal,2021-08-29,1034947
Portugal,2021-08-30,1036019
Portugal,2021-08-31,1037927
Portugal,2021-09-01,1039492
Portugal,2021-09-02,1042322
Portugal,2021-09-03,1044144
Portugal,2021-09-04,1045857
Portugal,2021-09-05,1047047
Portugal,2021-09-06,1047710
Portugal,2021-09-07,1048941
Portugal,2021-09-08,1050719
Portugal,2021-09-09,1052127
Portugal,2021-09-10,1053450
Portugal,2021-09-11,1054673
Portugal,2021-09-12,1055584
Portugal,2021-09-13,1056042
Portugal,2021-09-14,1057100
Portugal,2021-09-15,1058347
Portugal,2021-09-16,1059409
Portugal,2021-09-17,1060432
Portugal,2021-09-18,1061371
Portugal,2021-09-19,1062048
Portugal,2021-09-20,1062320
Portugal,2021-09-21,1063100
Portugal,2021-09-22,1063991
Portugal,2021-09-23,1064876
Portugal,2021-09-24,1065633
Portugal,2021-09-25,1066346
Portugal,2021-09-26,1066945
Portugal,2021-09-27,1067175
Portugal,2021-09-28,1067775
Portugal,2021-09-29,1068530
Portugal,2021-09-30,1069279
Portugal,2021-10-01,1069975
Portugal,2021-10-02,1070665
Portugal,2021-10-03,1071114
Portugal,2021-10-04,1071307
Portugal,2021-10-05,1072037
Portugal,2021-10-06,1072537
Portugal,2021-10-07,1073268
Portugal,2021-10-08,1074109
Portugal,2021-10-09,1074813
Portugal,2021-10-10,1075312
Portugal,2021-10-11,1075639
Portugal,2021-10-12,1076358
Portugal,2021-10-13,1077186
Portugal,2021-10-14,1077963
Portugal,2021-10-15,1078729
Portugal,2021-10-16,1079341
Portugal,2021-10-17,1079806
Portugal,2021-10-18,1080097
Portugal,2021-10-19,1080929
Portugal,2021-10-20,1081856
Portugal,2021-10-21,1082721
Portugal,2021-10-22,1083651
Portugal,2021-10-23,1084534
Portugal,2021-10-24,1085138
Portugal,2021-10-25,1085451
Portugal,2021-10-26,1086280
Portugal,2021-10-27,1087245
Portugal,2021-10-28,1088133
Portugal,2021-10-29,1088977
Portugal,2021-10-30,1089888
Portugal,2021-10-31,1090651
Portugal,2021-11-01,1091142
Portugal,2021-11-02,1091592
Portugal,2021-11-03,1092666
Portugal,2021-11-04,1094048
Portugal,2021-11-05,1095337
Portugal,2021-11-06,1096534
Portugal,2021-11-07,1097557
Portugal,2021-11-08,1098125
Portugal,2021-11-09,1099307
Portugal,2021-11-10,1100961
Portugal,2021-11-11,1102438
Portugal,2021-11-12,1104189
Portugal,2021-11-13,1106005
Portugal,2021-11-14,1107488
Portugal,2021-11-15,1108462
Portugal,2021-11-16,1110155
Portugal,2021-11-17,1112682
Portugal,2021-11-18,1115080
Portugal,2021-11-19,1117451
Portugal,2021-11-20,1119784
Portugal,2021-11-21,1122283
Portugal,2021-11-22,1123758
Portugal,2021-11-23,1126318
Portugal,2021-11-24,1130091
Portugal,2021-11-25,1133241
Portugal,2021-11-26,1136446
Portugal,2021-11-27,1139810
Portugal,2021-11-28,1142707
Portugal,2021-11-29,1144342
Portugal,2021-11-30,1147249
Portugal,2021-12-01,1151919
Portugal,2021-12-02,1154817
Portugal,2021-12-03,1157352
Portugal,2021-12-04,1163001
Portugal,2021-12-05,1166787
Portugal,2021-12-06,1169003
Portugal,2021-12-07,1172420
Portugal,2021-12-08,1177706
Portugal,2021-12-09,1181294
Portugal,2021-12-10,1185036
Portugal,2021-12-11,1190409
Portugal,2021-12-12,1194288
Portugal,2021-12-13,1196602
Portugal,2021-12-14,1200193
Portugal,2021-12-15,1205993
Portugal,2021-12-16,1211130
Portugal,2021-12-17,1215774
